sampleid,x,y
4123,298,1
4124,959,1
4125,862,1
4126,209,1
4127,178,1
4128,225,1
4129,193,1
4130,31,1
4131,389,1
4132,407,1
4133,70,1
4134,593,1
4135,550,1
4136,885,1
4137,760,1
4138,679,1
4139,777,1
4140,623,1
4141,1018,0
4142,925,1
4143,447,1
4144,504,1
4145,517,1
4146,712,1
4147,1022,0
4148,818,1
4149,830,1
4150,470,1
4151,254,1
4152,633,1
4153,466,1
4154,466,1
4155,305,1
4156,608,1
4157,383,1
4158,719,1
4159,895,1
4160,467,1
4161,487,1
4162,729,1
4163,368,1
4164,593,1
4165,434,1
4166,77,1
4167,788,1
4168,831,1
4169,930,1
4170,776,1
4171,420,1
4172,685,1
4173,745,1
4174,653,1
4175,505,1
4176,220,1
4177,83,1
4178,840,1
4179,912,1
4180,667,1
4181,318,1
4182,388,1
4183,105,1
4184,813,1
4185,122,1
4186,924,1
4187,235,1
4188,757,1
4189,271,1
4190,902,1
4191,910,1
4192,854,1
4193,127,1
4194,138,1
4195,219,1
4196,159,1
4197,175,1
4198,513,1
4199,363,1
4200,310,1
4201,993,1
4202,991,1
4203,407,1
4204,555,1
4205,593,1
4206,223,1
4207,901,1
4208,120,1
4209,1021,0
4210,874,1
4211,231,1
4212,478,1
4213,919,1
4214,655,1
4215,813,1
4216,31,1
4217,355,1
4218,979,1
4219,105,1
4220,736,1
4221,975,1
4222,664,1
4223,988,1
4224,196,1
4225,604,1
4226,135,1
4227,929,1
4228,813,1
4229,484,1
4230,254,1
4231,339,1
4232,740,1
4233,846,1
4234,392,1
4235,462,1
4236,88,1
4237,760,1
4238,835,1
4239,430,1
4240,769,1
4241,447,1
4242,251,1
4243,274,1
4244,313,1
4245,1021,0
4246,76,1
4247,801,1
4248,13,1
4249,929,1
4250,22,1
4251,138,1
4252,529,1
4253,795,1
4254,727,1
4255,15,1
4256,85,1
4257,827,1
4258,946,1
4259,513,1
4260,982,1
4261,153,1
4262,101,1
4263,996,1
4264,333,1
4265,979,1
4266,848,1
4267,898,1
4268,384,1
4269,853,1
4270,797,1
4271,185,1
4272,726,1
4273,246,1
4274,541,1
4275,352,1
4276,797,1
4277,683,1
4278,360,1
4279,315,1
4280,479,1
4281,929,1
4282,361,1
4283,67,1
4284,257,1
4285,91,1
4286,59,1
4287,28,1
4288,601,1
4289,195,1
4290,587,1
4291,580,1
4292,804,1
4293,729,1
4294,89,1
4295,424,1
4296,494,1
4297,813,1
4298,466,1
4299,978,1
4300,851,1
4301,9,1
4302,771,1
4303,520,1
4304,75,1
4305,365,1
4306,224,1
4307,560,1
4308,155,1
4309,634,1
4310,337,1
4311,763,1
4312,737,1
4313,270,1
4314,206,1
4315,316,1
4316,135,1
4317,1014,0
4318,726,1
4319,795,1
4320,938,1
4321,423,1
4322,168,1
4323,693,1
4324,59,1
4325,852,1
4326,985,1
4327,652,1
4328,799,1
4329,296,1
4330,709,1
4331,401,1
4332,751,1
4333,245,1
4334,628,1
4335,371,1
4336,164,1
4337,278,1
4338,505,1
4339,593,1
4340,1009,0
4341,280,1
4342,95,1
4343,387,1
4344,886,1
4345,526,1
4346,269,1
4347,555,1
4348,546,1
4349,492,1
4350,730,1
4351,950,1
4352,1008,0
4353,533,1
4354,994,1
4355,519,1
4356,778,1
4357,410,1
4358,953,1
4359,317,1
4360,120,1
4361,748,1
4362,269,1
4363,525,1
4364,752,1
4365,321,1
4366,167,1
4367,714,1
4368,357,1
4369,103,1
4370,371,1
4371,340,1
4372,671,1
4373,331,1
4374,653,1
4375,790,1
4376,855,1
4377,21,1
4378,673,1
4379,679,1
4380,1019,0
4381,42,1
4382,897,1
4383,544,1
4384,393,1
4385,528,1
4386,546,1
4387,610,1
4388,196,1
4389,521,1
4390,864,1
4391,63,1
4392,899,1
4393,785,1
4394,69,1
4395,978,1
4396,633,1
4397,771,1
4398,202,1
4399,742,1
4400,590,1
4401,1025,0
4402,828,1
4403,826,1
4404,458,1
4405,746,1
4406,523,1
4407,353,1
4408,229,1
4409,991,1
4410,987,1
4411,310,1
4412,316,1
4413,149,1
4414,238,1
4415,926,1
4416,657,1
4417,184,1
4418,591,1
4419,384,1
4420,478,1
4421,807,1
4422,733,1
4423,903,1
4424,873,1
4425,387,1
4426,706,1
4427,880,1
4428,765,1
4429,744,1
4430,718,1
4431,71,1
4432,731,1
4433,123,1
4434,321,1
4435,714,1
4436,815,1
4437,228,1
4438,1014,0
4439,419,1
4440,975,1
4441,819,1
4442,303,1
4443,132,1
4444,978,1
4445,805,1
4446,515,1
4447,43,1
4448,170,1
4449,319,1
4450,125,1
4451,23,1
4452,864,1
4453,230,1
4454,439,1
4455,158,1
4456,741,1
4457,234,1
4458,334,1
4459,182,1
4460,866,1
4461,467,1
4462,355,1
4463,999,1
4464,385,1
4465,873,1
4466,281,1
4467,291,1
4468,847,1
4469,553,1
4470,464,1
4471,215,1
4472,467,1
4473,147,1
4474,730,1
4475,14,1
4476,1012,0
4477,1021,0
4478,357,1
4479,657,1
4480,419,1
4481,659,1
4482,888,1
4483,773,1
4484,628,1
4485,949,1
4486,1001,0
4487,472,1
4488,180,1
4489,843,1
4490,112,1
4491,252,1
4492,967,1
4493,899,1
4494,900,1
4495,247,1
4496,271,1
4497,559,1
4498,410,1
4499,251,1
4500,447,1
4501,1021,0
4502,719,1
4503,56,1
4504,301,1
4505,558,1
4506,342,1
4507,836,1
4508,35,1
4509,1016,0
4510,752,1
4511,671,1
4512,352,1
4513,346,1
4514,342,1
4515,379,1
4516,228,1
4517,444,1
4518,679,1
4519,724,1
4520,747,1
4521,39,1
4522,525,1
4523,329,1
4524,208,1
4525,570,1
4526,183,1
4527,710,1
4528,596,1
4529,674,1
4530,19,1
4531,411,1
4532,39,1
4533,693,1
4534,534,1
4535,569,1
4536,651,1
4537,759,1
4538,416,1
4539,1017,0
4540,546,1
4541,783,1
4542,734,1
4543,871,1
4544,39,1
4545,736,1
4546,261,1
4547,941,1
4548,24,1
4549,854,1
4550,536,1
4551,828,1
4552,465,1
4553,49,1
4554,684,1
4555,697,1
4556,837,1
4557,50,1
4558,310,1
4559,849,1
4560,937,1
4561,88,1
4562,945,1
4563,832,1
4564,973,1
4565,760,1
4566,697,1
4567,111,1
4568,99,1
4569,346,1
4570,708,1
4571,765,1
4572,787,1
4573,509,1
4574,433,1
4575,575,1
4576,464,1
4577,443,1
4578,447,1
4579,627,1
4580,722,1
4581,540,1
4582,700,1
4583,1003,0
4584,459,1
4585,707,1
4586,997,1
4587,498,1
4588,529,1
4589,259,1
4590,981,1
4591,130,1
4592,435,1
4593,494,1
4594,645,1
4595,891,1
4596,197,1
4597,745,1
4598,991,1
4599,514,1
4600,700,1
4601,123,1
4602,181,1
4603,1017,0
4604,999,1
4605,906,1
4606,410,1
4607,9,1
4608,490,1
4609,962,1
4610,588,1
4611,823,1
4612,599,1
4613,150,1
4614,118,1
4615,457,1
4616,714,1
4617,888,1
4618,670,1
4619,187,1
4620,368,1
4621,66,1
4622,297,1
4623,343,1
4624,616,1
4625,923,1
4626,26,1
4627,760,1
4628,753,1
4629,391,1
4630,997,1
4631,552,1
4632,571,1
4633,331,1
4634,542,1
4635,613,1
4636,488,1
4637,730,1
4638,180,1
4639,753,1
4640,255,1
4641,816,1
4642,645,1
4643,373,1
4644,806,1
4645,57,1
4646,414,1
4647,978,1
4648,923,1
4649,196,1
4650,420,1
4651,835,1
4652,159,1
4653,541,1
4654,171,1
4655,742,1
4656,995,1
4657,980,1
4658,92,1
4659,679,1
4660,588,1
4661,972,1
4662,606,1
4663,73,1
4664,364,1
4665,298,1
4666,115,1
4667,613,1
4668,639,1
4669,194,1
4670,262,1
4671,863,1
4672,88,1
4673,689,1
4674,605,1
4675,874,1
4676,467,1
4677,174,1
4678,1025,0
4679,288,1
4680,638,1
4681,85,1
4682,278,1
4683,361,1
4684,718,1
4685,719,1
4686,805,1
4687,46,1
4688,600,1
4689,929,1
4690,529,1
4691,512,1
4692,396,1
4693,819,1
4694,166,1
4695,871,1
4696,772,1
4697,700,1
4698,191,1
4699,51,1
4700,636,1
4701,0,1
4702,79,1
4703,472,1
4704,51,1
4705,901,1
4706,203,1
4707,454,1
4708,862,1
4709,644,1
4710,647,1
4711,118,1
4712,722,1
4713,773,1
4714,461,1
4715,662,1
4716,7,1
4717,705,1
4718,138,1
4719,301,1
4720,442,1
4721,876,1
4722,96,1
4723,700,1
4724,959,1
4725,170,1
4726,97,1
4727,750,1
4728,914,1
4729,50,1
4730,116,1
4731,653,1
4732,177,1
4733,81,1
4734,210,1
4735,124,1
4736,160,1
4737,122,1
4738,222,1
4739,604,1
4740,33,1
4741,62,1
4742,33,1
4743,999,1
4744,350,1
4745,59,1
4746,975,1
4747,686,1
4748,476,1
4749,178,1
4750,848,1
4751,757,1
4752,197,1
4753,317,1
4754,241,1
4755,935,1
4756,765,1
4757,204,1
4758,784,1
4759,300,1
4760,713,1
4761,603,1
4762,60,1
4763,438,1
4764,675,1
4765,648,1
4766,779,1
4767,635,1
4768,325,1
4769,70,1
4770,930,1
4771,122,1
4772,467,1
4773,357,1
4774,315,1
4775,910,1
4776,94,1
4777,375,1
4778,546,1
4779,750,1
4780,330,1
4781,968,1
4782,449,1
4783,452,1
4784,603,1
4785,42,1
4786,642,1
4787,899,1
4788,1010,0
4789,496,1
4790,954,1
4791,323,1
4792,214,1
4793,220,1
4794,331,1
4795,330,1
4796,434,1
4797,1008,0
4798,307,1
4799,871,1
4800,781,1
4801,972,1
4802,882,1
4803,133,1
4804,390,1
4805,621,1
4806,602,1
4807,887,1
4808,547,1
4809,480,1
4810,419,1
4811,997,1
4812,636,1
4813,153,1
4814,383,1
4815,869,1
4816,290,1
4817,214,1
4818,49,1
4819,1005,0
4820,244,1
4821,496,1
4822,799,1
4823,756,1
4824,921,1
4825,16,1
4826,112,1
4827,174,1
4828,678,1
4829,760,1
4830,869,1
4831,472,1
4832,314,1
4833,634,1
4834,952,1
4835,349,1
4836,876,1
4837,660,1
4838,324,1
4839,356,1
4840,14,1
4841,56,1
4842,29,1
4843,390,1
4844,785,1
4845,856,1
4846,981,1
4847,95,1
4848,956,1
4849,1025,0
4850,579,1
4851,763,1
4852,187,1
4853,914,1
4854,536,1
4855,228,1
4856,17,1
4857,1014,0
4858,263,1
4859,785,1
4860,820,1
4861,638,1
4862,416,1
4863,265,1
4864,628,1
4865,179,1
4866,771,1
4867,842,1
4868,645,1
4869,337,1
4870,900,1
4871,330,1
4872,908,1
4873,1022,0
4874,391,1
4875,2,1
4876,768,1
4877,897,1
4878,320,1
4879,623,1
4880,902,1
4881,715,1
4882,93,1
4883,1005,0
4884,108,1
4885,525,1
4886,543,1
4887,979,1
4888,571,1
4889,14,1
4890,827,1
4891,658,1
4892,160,1
4893,234,1
4894,221,1
4895,119,1
4896,48,1
4897,40,1
4898,778,1
4899,137,1
4900,437,1
4901,793,1
4902,540,1
4903,964,1
4904,208,1
4905,767,1
4906,40,1
4907,92,1
4908,549,1
4909,415,1
4910,423,1
4911,820,1
4912,676,1
4913,7,1
4914,518,1
4915,1023,0
4916,526,1
4917,807,1
4918,102,1
4919,311,1
4920,485,1
4921,461,1
4922,290,1
4923,15,1
4924,308,1
4925,644,1
4926,183,1
4927,352,1
4928,336,1
4929,26,1
4930,151,1
4931,521,1
4932,982,1
4933,471,1
4934,890,1
4935,934,1
4936,680,1
4937,406,1
4938,102,1
4939,891,1
4940,386,1
4941,759,1
4942,696,1
4943,911,1
4944,649,1
4945,485,1
4946,156,1
4947,892,1
4948,581,1
4949,281,1
4950,453,1
4951,14,1
4952,160,1
4953,71,1
4954,259,1
4955,648,1
4956,514,1
4957,916,1
4958,233,1
4959,294,1
4960,972,1
4961,602,1
4962,18,1
4963,592,1
4964,805,1
4965,458,1
4966,815,1
4967,643,1
4968,200,1
4969,813,1
4970,885,1
4971,784,1
4972,437,1
4973,896,1
4974,716,1
4975,920,1
4976,465,1
4977,405,1
4978,12,1
4979,597,1
4980,702,1
4981,568,1
4982,940,1
4983,365,1
4984,567,1
4985,860,1
4986,57,1
4987,853,1
4988,938,1
4989,331,1
4990,94,1
4991,631,1
4992,276,1
4993,488,1
4994,2,1
4995,355,1
4996,735,1
4997,843,1
4998,717,1
4999,832,1
5000,931,1
5001,600,1
5002,768,1
5003,397,1
5004,445,1
5005,238,1
5006,97,1
5007,763,1
5008,941,1
5009,416,1
5010,394,1
5011,252,1
5012,926,1
5013,540,1
5014,671,1
5015,526,1
5016,570,1
5017,164,1
5018,777,1
5019,347,1
5020,805,1
5021,193,1
5022,274,1
5023,472,1
5024,403,1
5025,393,1
5026,974,1
5027,316,1
5028,587,1
5029,802,1
5030,191,1
5031,364,1
5032,880,1
5033,597,1
5034,612,1
5035,538,1
5036,337,1
5037,479,1
5038,759,1
5039,230,1
5040,9,1
5041,496,1
5042,874,1
5043,573,1
5044,788,1
5045,124,1
5046,393,1
5047,275,1
5048,890,1
5049,391,1
5050,480,1
5051,71,1
5052,741,1
5053,417,1
5054,54,1
5055,792,1
5056,1006,0
5057,461,1
5058,871,1
5059,142,1
5060,747,1
5061,127,1
5062,936,1
5063,108,1
5064,940,1
5065,688,1
5066,998,1
5067,38,1
5068,560,1
5069,549,1
5070,765,1
5071,356,1
5072,482,1
5073,416,1
5074,759,1
5075,240,1
5076,443,1
5077,339,1
5078,67,1
5079,717,1
5080,466,1
5081,299,1
5082,540,1
5083,40,1
5084,640,1
5085,489,1
5086,57,1
5087,821,1
5088,865,1
5089,839,1
5090,477,1
5091,724,1
5092,54,1
5093,755,1
5094,677,1
5095,247,1
5096,954,1
5097,531,1
5098,781,1
5099,30,1
5100,800,1
5101,794,1
5102,681,1
5103,895,1
5104,196,1
5105,371,1
5106,708,1
5107,579,1
5108,742,1
5109,522,1
5110,583,1
5111,923,1
5112,321,1
5113,189,1
5114,5,1
5115,686,1
5116,885,1
5117,395,1
5118,782,1
5119,211,1
5120,785,1
5121,562,1
5122,970,1
5123,65,1
5124,12,1
5125,395,1
5126,448,1
5127,83,1
5128,514,1
5129,1019,0
5130,653,1
5131,969,1
5132,420,1
5133,264,1
5134,147,1
5135,993,1
5136,658,1
5137,136,1
5138,1013,0
5139,460,1
5140,581,1
5141,130,1
5142,816,1
5143,351,1
5144,142,1
5145,915,1
5146,965,1
5147,822,1
5148,122,1
5149,820,1
5150,367,1
5151,120,1
5152,682,1
5153,680,1
5154,13,1
5155,577,1
5156,524,1
5157,509,1
5158,436,1
5159,870,1
5160,4,1
5161,783,1
5162,53,1
5163,133,1
5164,207,1
5165,367,1
5166,564,1
5167,807,1
5168,284,1
5169,149,1
5170,815,1
5171,1025,0
5172,505,1
5173,830,1
5174,165,1
5175,252,1
5176,604,1
5177,614,1
5178,71,1
5179,362,1
5180,768,1
5181,829,1
5182,485,1
5183,754,1
5184,815,1
5185,27,1
5186,576,1
5187,884,1
5188,101,1
5189,867,1
5190,335,1
5191,881,1
5192,663,1
5193,471,1
5194,462,1
5195,275,1
5196,602,1
5197,764,1
5198,325,1
5199,398,1
5200,864,1
5201,820,1
5202,296,1
5203,169,1
5204,146,1
5205,276,1
5206,975,1
5207,53,1
5208,498,1
5209,27,1
5210,735,1
5211,12,1
5212,670,1
5213,1005,0
5214,187,1
5215,490,1
5216,879,1
5217,855,1
5218,45,1
5219,454,1
5220,645,1
5221,680,1
5222,799,1
5223,62,1
5224,558,1
5225,154,1
5226,1006,0
5227,597,1
5228,375,1
5229,271,1
5230,358,1
5231,814,1
5232,335,1
5233,982,1
5234,3,1
5235,582,1
5236,250,1
5237,113,1
5238,523,1
5239,505,1
5240,749,1
5241,167,1
5242,893,1
5243,336,1
5244,703,1
5245,775,1
5246,837,1
5247,236,1
5248,327,1
5249,61,1
5250,787,1
5251,567,1
5252,39,1
5253,94,1
5254,984,1
5255,561,1
5256,68,1
5257,156,1
5258,457,1
5259,854,1
5260,987,1
5261,223,1
5262,610,1
5263,149,1
5264,227,1
5265,498,1
5266,35,1
5267,985,1
5268,569,1
5269,802,1
5270,721,1
5271,266,1
5272,863,1
5273,337,1
5274,478,1
5275,560,1
5276,766,1
5277,932,1
5278,189,1
5279,723,1
5280,18,1
5281,764,1
5282,45,1
5283,991,1
5284,536,1
5285,694,1
5286,248,1
5287,607,1
5288,127,1
5289,476,1
5290,482,1
5291,627,1
5292,73,1
5293,472,1
5294,696,1
5295,776,1
5296,945,1
5297,707,1
5298,40,1
5299,744,1
5300,465,1
5301,18,1
5302,802,1
5303,772,1
5304,996,1
5305,217,1
5306,491,1
5307,324,1
5308,681,1
5309,783,1
5310,309,1
5311,269,1
5312,1002,0
5313,795,1
5314,414,1
5315,873,1
5316,365,1
5317,192,1
5318,147,1
5319,833,1
5320,525,1
5321,235,1
5322,715,1
5323,626,1
5324,951,1
5325,113,1
5326,342,1
5327,160,1
5328,345,1
5329,628,1
5330,507,1
5331,411,1
5332,17,1
5333,684,1
5334,394,1
5335,192,1
5336,967,1
5337,49,1
5338,352,1
5339,41,1
5340,1021,0
5341,563,1
5342,48,1
5343,642,1
5344,102,1
5345,180,1
5346,370,1
5347,157,1
5348,700,1
5349,183,1
5350,865,1
5351,149,1
5352,151,1
5353,344,1
5354,741,1
5355,477,1
5356,997,1
5357,967,1
5358,995,1
5359,343,1
5360,856,1
5361,489,1
5362,688,1
5363,544,1
5364,897,1
5365,321,1
5366,21,1
5367,326,1
5368,95,1
5369,103,1
5370,326,1
5371,734,1
5372,68,1
5373,426,1
5374,475,1
5375,10,1
5376,217,1
5377,447,1
5378,352,1
5379,992,1
5380,678,1
5381,35,1
5382,691,1
5383,280,1
5384,76,1
5385,866,1
5386,136,1
5387,356,1
5388,475,1
5389,191,1
5390,826,1
5391,57,1
5392,790,1
5393,89,1
5394,736,1
5395,87,1
5396,332,1
5397,524,1
5398,830,1
5399,1000,1
5400,232,1
5401,653,1
5402,225,1
5403,134,1
5404,1023,0
5405,981,1
5406,677,1
5407,745,1
5408,162,1
5409,423,1
5410,658,1
5411,693,1
5412,310,1
5413,50,1
5414,624,1
5415,724,1
5416,144,1
5417,75,1
5418,92,1
5419,722,1
5420,968,1
5421,586,1
5422,788,1
5423,254,1
5424,466,1
5425,845,1
5426,742,1
5427,16,1
5428,1007,0
5429,833,1
5430,169,1
5431,576,1
5432,55,1
5433,454,1
5434,36,1
5435,781,1
5436,457,1
5437,215,1
5438,890,1
5439,560,1
5440,950,1
5441,435,1
5442,740,1
5443,212,1
5444,548,1
5445,239,1
5446,960,1
5447,271,1
5448,77,1
5449,991,1
5450,884,1
5451,296,1
5452,184,1
5453,78,1
5454,406,1
5455,229,1
5456,11,1
5457,181,1
5458,892,1
5459,915,1
5460,755,1
5461,625,1
5462,952,1
5463,789,1
5464,516,1
5465,885,1
5466,662,1
5467,335,1
5468,288,1
5469,756,1
5470,243,1
5471,54,1
5472,891,1
5473,895,1
5474,213,1
5475,37,1
5476,528,1
5477,499,1
5478,597,1
5479,311,1
5480,402,1
5481,366,1
5482,718,1
5483,1014,0
5484,493,1
5485,799,1
5486,531,1
5487,400,1
5488,19,1
5489,800,1
5490,185,1
5491,799,1
5492,118,1
5493,806,1
5494,711,1
5495,888,1
5496,322,1
5497,909,1
5498,599,1
5499,679,1
5500,537,1
5501,249,1
5502,507,1
5503,171,1
5504,584,1
5505,758,1
5506,73,1
5507,362,1
5508,608,1
5509,88,1
5510,391,1
5511,750,1
5512,808,1
5513,171,1
5514,86,1
5515,969,1
5516,133,1
5517,152,1
5518,1010,0
5519,52,1
5520,889,1
5521,501,1
5522,225,1
5523,8,1
5524,898,1
5525,511,1
5526,822,1
5527,556,1
5528,865,1
5529,29,1
5530,495,1
5531,503,1
5532,731,1
5533,120,1
5534,375,1
5535,630,1
5536,33,1
5537,848,1
5538,311,1
5539,921,1
5540,775,1
5541,148,1
5542,604,1
5543,365,1
5544,811,1
5545,1003,0
5546,299,1
5547,754,1
5548,125,1
5549,400,1
5550,717,1
5551,218,1
5552,33,1
5553,821,1
5554,795,1
5555,188,1
5556,218,1
5557,388,1
5558,340,1
5559,928,1
5560,267,1
5561,482,1
5562,951,1
5563,395,1
5564,437,1
5565,931,1
5566,878,1
5567,655,1
5568,463,1
5569,346,1
5570,502,1
5571,882,1
5572,122,1
5573,513,1
5574,102,1
5575,366,1
5576,593,1
5577,499,1
5578,585,1
5579,173,1
5580,962,1
5581,606,1
5582,608,1
5583,831,1
5584,941,1
5585,453,1
5586,140,1
5587,797,1
5588,783,1
5589,677,1
5590,794,1
5591,360,1
5592,564,1
5593,657,1
5594,182,1
5595,738,1
5596,636,1
5597,940,1
5598,182,1
5599,928,1
5600,158,1
5601,574,1
5602,461,1
5603,73,1
5604,40,1
5605,293,1
5606,514,1
5607,147,1
5608,59,1
5609,276,1
5610,410,1
5611,757,1
5612,476,1
5613,1010,0
5614,815,1
5615,0,1
5616,771,1
5617,432,1
5618,420,1
5619,602,1
5620,605,1
5621,887,1
5622,622,1
5623,260,1
5624,572,1
5625,694,1
5626,381,1
5627,427,1
5628,604,1
5629,598,1
5630,88,1
5631,490,1
5632,55,1
5633,580,1
5634,241,1
5635,982,1
5636,333,1
5637,393,1
5638,606,1
5639,754,1
5640,411,1
5641,595,1
5642,269,1
5643,411,1
5644,119,1
5645,255,1
5646,265,1
5647,514,1
5648,1001,0
5649,1018,0
5650,293,1
5651,733,1
5652,402,1
5653,101,1
5654,61,1
5655,771,1
5656,724,1
5657,512,1
5658,166,1
5659,467,1
5660,53,1
5661,551,1
5662,10,1
5663,982,1
5664,279,1
5665,446,1
5666,27,1
5667,578,1
5668,314,1
5669,971,1
5670,472,1
5671,211,1
5672,114,1
5673,241,1
5674,1022,0
5675,645,1
5676,646,1
5677,41,1
5678,787,1
5679,433,1
5680,505,1
5681,8,1
5682,162,1
5683,923,1
5684,243,1
5685,448,1
5686,850,1
5687,68,1
5688,78,1
5689,431,1
5690,875,1
5691,527,1
5692,66,1
5693,440,1
5694,693,1
5695,838,1
5696,445,1
5697,713,1
5698,965,1
5699,142,1
5700,727,1
5701,678,1
5702,55,1
5703,237,1
5704,70,1
5705,774,1
5706,176,1
5707,586,1
5708,158,1
5709,264,1
5710,683,1
5711,758,1
5712,598,1
5713,777,1
5714,739,1
5715,567,1
5716,797,1
5717,802,1
5718,70,1
5719,330,1
5720,410,1
5721,882,1
5722,985,1
5723,273,1
5724,706,1
5725,161,1
5726,504,1
5727,968,1
5728,362,1
5729,73,1
5730,935,1
5731,961,1
5732,858,1
5733,577,1
5734,163,1
5735,887,1
5736,81,1
5737,354,1
5738,227,1
5739,669,1
5740,214,1
5741,161,1
5742,831,1
5743,698,1
5744,410,1
5745,348,1
5746,317,1
5747,738,1
5748,537,1
5749,190,1
5750,987,1
5751,92,1
5752,532,1
5753,878,1
5754,157,1
5755,883,1
5756,757,1
5757,554,1
5758,204,1
5759,234,1
5760,569,1
5761,686,1
5762,546,1
5763,704,1
5764,868,1
5765,434,1
5766,796,1
5767,30,1
5768,677,1
5769,199,1
5770,438,1
5771,932,1
5772,335,1
5773,471,1
5774,67,1
5775,939,1
5776,745,1
5777,44,1
5778,558,1
5779,1000,1
5780,179,1
5781,319,1
5782,597,1
5783,999,1
5784,455,1
5785,324,1
5786,116,1
5787,841,1
5788,283,1
5789,498,1
5790,165,1
5791,805,1
5792,37,1
5793,84,1
5794,40,1
5795,285,1
5796,535,1
5797,284,1
5798,660,1
5799,427,1
5800,550,1
5801,778,1
5802,509,1
5803,216,1
5804,980,1
5805,694,1
5806,90,1
5807,302,1
5808,51,1
5809,213,1
5810,895,1
5811,913,1
5812,545,1
5813,157,1
5814,964,1
5815,600,1
5816,951,1
5817,347,1
5818,716,1
5819,551,1
5820,445,1
5821,196,1
5822,739,1
5823,162,1
5824,835,1
5825,716,1
5826,413,1
5827,658,1
5828,547,1
5829,547,1
5830,877,1
5831,1023,0
5832,549,1
5833,537,1
5834,408,1
5835,865,1
5836,330,1
5837,976,1
5838,872,1
5839,1001,0
5840,305,1
5841,988,1
5842,618,1
5843,118,1
5844,996,1
5845,691,1
5846,932,1
5847,962,1
5848,505,1
5849,216,1
5850,544,1
5851,785,1
5852,918,1
5853,504,1
5854,316,1
5855,791,1
5856,650,1
5857,800,1
5858,902,1
5859,166,1
5860,494,1
5861,1019,0
5862,575,1
5863,70,1
5864,466,1
5865,752,1
5866,155,1
5867,362,1
5868,969,1
5869,658,1
5870,94,1
5871,403,1
5872,316,1
5873,108,1
5874,515,1
5875,38,1
5876,243,1
5877,154,1
5878,569,1
5879,67,1
5880,429,1
5881,290,1
5882,259,1
5883,13,1
5884,718,1
5885,809,1
5886,1013,0
5887,275,1
5888,522,1
5889,739,1
5890,873,1
5891,243,1
5892,881,1
5893,509,1
5894,632,1
5895,881,1
5896,982,1
5897,781,1
5898,911,1
5899,286,1
5900,372,1
5901,973,1
5902,741,1
5903,12,1
5904,240,1
5905,461,1
5906,145,1
5907,466,1
5908,244,1
5909,935,1
5910,272,1
5911,418,1
5912,548,1
5913,579,1
5914,159,1
5915,1020,0
5916,640,1
5917,59,1
5918,595,1
5919,314,1
5920,116,1
5921,120,1
5922,663,1
5923,894,1
5924,474,1
5925,336,1
5926,496,1
5927,756,1
5928,982,1
5929,393,1
5930,955,1
5931,80,1
5932,922,1
5933,77,1
5934,234,1
5935,938,1
5936,422,1
5937,603,1
5938,948,1
5939,954,1
5940,87,1
5941,507,1
5942,511,1
5943,113,1
5944,648,1
5945,1025,0
5946,958,1
5947,369,1
5948,731,1
5949,158,1
5950,725,1
5951,455,1
5952,111,1
5953,929,1
5954,621,1
5955,160,1
5956,518,1
5957,855,1
5958,282,1
5959,430,1
5960,830,1
5961,329,1
5962,490,1
5963,853,1
5964,191,1
5965,835,1
5966,228,1
5967,272,1
5968,689,1
5969,885,1
5970,313,1
5971,477,1
5972,754,1
5973,429,1
5974,873,1
5975,832,1
5976,466,1
5977,591,1
5978,679,1
5979,621,1
5980,126,1
5981,541,1
5982,364,1
5983,157,1
5984,312,1
5985,757,1
5986,20,1
5987,753,1
5988,525,1
5989,668,1
5990,569,1
5991,282,1
5992,318,1
5993,537,1
5994,357,1
5995,217,1
5996,23,1
5997,710,1
5998,346,1
5999,816,1
6000,712,1
6001,766,1
6002,205,1
6003,553,1
6004,777,1
6005,142,1
6006,848,1
6007,879,1
6008,650,1
6009,105,1
6010,515,1
6011,773,1
6012,44,1
6013,631,1
6014,799,1
6015,1012,0
6016,861,1
6017,1007,0
6018,140,1
6019,294,1
6020,687,1
6021,3,1
6022,124,1
6023,857,1
6024,516,1
6025,83,1
6026,910,1
6027,885,1
6028,524,1
6029,888,1
6030,902,1
6031,734,1
6032,927,1
6033,744,1
6034,810,1
6035,487,1
6036,212,1
6037,148,1
6038,796,1
6039,813,1
6040,788,1
6041,88,1
6042,113,1
6043,317,1
6044,767,1
6045,759,1
6046,1021,0
6047,599,1
6048,339,1
6049,344,1
6050,291,1
6051,869,1
6052,593,1
6053,287,1
6054,68,1
6055,552,1
6056,478,1
6057,83,1
6058,716,1
6059,909,1
6060,237,1
6061,887,1
6062,757,1
6063,0,1
6064,53,1
6065,12,1
6066,667,1
6067,197,1
6068,706,1
6069,342,1
6070,712,1
6071,279,1
6072,105,1
6073,887,1
6074,501,1
6075,312,1
6076,643,1
6077,66,1
6078,270,1
6079,965,1
6080,325,1
6081,42,1
6082,174,1
6083,476,1
6084,561,1
6085,743,1
6086,39,1
6087,317,1
6088,240,1
6089,876,1
6090,939,1
6091,735,1
6092,266,1
6093,592,1
6094,446,1
6095,179,1
6096,618,1
6097,119,1
6098,859,1
6099,124,1
6100,241,1
6101,692,1
6102,707,1
6103,831,1
6104,330,1
6105,664,1
6106,981,1
6107,146,1
6108,829,1
6109,208,1
6110,855,1
6111,859,1
6112,847,1
